topic,alpha,word,weight
31,0.3333333333333333,人,818
31,0.3333333333333333,立,755
31,0.3333333333333333,中,731
31,0.3333333333333333,有,688
31,0.3333333333333333,此,686
31,0.3333333333333333,一,648
31,0.3333333333333333,長,595
31,0.3333333333333333,高,510
31,0.3333333333333333,下,502
31,0.3333333333333333,欲,483
31,0.3333333333333333,向,407
31,0.3333333333333333,如,374
31,0.3333333333333333,心,325
31,0.3333333333333333,意,312
31,0.3333333333333333,坐,306
32,0.3333333333333333,舟,1640
32,0.3333333333333333,江,1565
32,0.3333333333333333,洲,579
32,0.3333333333333333,孤,563
32,0.3333333333333333,岸,542
32,0.3333333333333333,水,537
32,0.3333333333333333,湖,523
32,0.3333333333333333,波,519
32,0.3333333333333333,帆,461
32,0.3333333333333333,浦,456
32,0.3333333333333333,漁,409
32,0.3333333333333333,浪,394
32,0.3333333333333333,流,376
32,0.3333333333333333,沙,374
32,0.3333333333333333,泛,327
32,0.3333333333333333,煙,324
32,0.3333333333333333,泊,312
32,0.3333333333333333,汀,271
32,0.3333333333333333,遠,269
32,0.3333333333333333,潮,265
33,0.3333333333333333,公,1700
33,0.3333333333333333,子,872
33,0.3333333333333333,卿,430
33,0.3333333333333333,謝,397
33,0.3333333333333333,劉,323
33,0.3333333333333333,侯,301
33,0.3333333333333333,張,277
33,0.3333333333333333,高,276
33,0.3333333333333333,士,245
33,0.3333333333333333,才,234
33,0.3333333333333333,賈,218
33,0.3333333333333333,令,212
33,0.3333333333333333,賢,203
33,0.3333333333333333,東,201
33,0.3333333333333333,將,193
33,0.3333333333333333,魯,191
33,0.3333333333333333,門,186
33,0.3333333333333333,陶,177
33,0.3333333333333333,生,176
33,0.3333333333333333,杜,161
34,0.3333333333333333,相,1592
34,0.3333333333333333,同,1580
34,0.3333333333333333,共,1017
34,0.3333333333333333,與,830
34,0.3333333333333333,心,525
34,0.3333333333333333,遊,505
34,0.3333333333333333,逢,477
34,0.3333333333333333,事,460
34,0.3333333333333333,俱,457
34,0.3333333333333333,分,343
34,0.3333333333333333,因,324
34,0.3333333333333333,各,304
34,0.3333333333333333,歡,301
34,0.3333333333333333,何,296
34,0.3333333333333333,喜,288
34,0.3333333333333333,會,282
34,0.3333333333333333,思,272
34,0.3333333333333333,偶,264
34,0.3333333333333333,對,259
34,0.3333333333333333,情,257
35,0.3333333333333333,今,2303
35,0.3333333333333333,日,1854
35,0.3333333333333333,朝,1162
35,0.3333333333333333,人,1018
35,0.3333333333333333,昔,751
35,0.3333333333333333,作,682
35,0.3333333333333333,如,655
35,0.3333333333333333,見,624
35,0.3333333333333333,年,605
35,0.3333333333333333,古,490
35,0.3333333333333333,昨,466
35,0.3333333333333333,在,421
35,0.3333333333333333,為,409
35,0.3333333333333333,聞,350
35,0.3333333333333333,曾,320
35,0.3333333333333333,不,320
35,0.3333333333333333,君,279
35,0.3333333333333333,此,274
35,0.3333333333333333,是,251
35,0.3333333333333333,一,230
36,0.3333333333333333,神,982
36,0.3333333333333333,仙,853
36,0.3333333333333333,真,706
36,0.3333333333333333,丹,601
36,0.3333333333333333,化,527
36,0.3333333333333333,成,459
36,0.3333333333333333,藥,457
36,0.3333333333333333,靈,450
36,0.3333333333333333,金,440
36,0.3333333333333333,道,417
36,0.3333333333333333,精,411
36,0.3333333333333333,玄,354
36,0.3333333333333333,中,347
36,0.3333333333333333,元,333
36,0.3333333333333333,生,327
36,0.3333333333333333,火,325
36,0.3333333333333333,方,256
36,0.3333333333333333,天,248
36,0.3333333333333333,氣,241
36,0.3333333333333333,太,216
37,0.3333333333333333,簾,925
37,0.3333333333333333,窗,748
37,0.3333333333333333,枕,592
37,0.3333333333333333,香,503
37,0.3333333333333333,卷,476
37,0.3333333333333333,夢,460
37,0.3333333333333333,床,366
37,0.3333333333333333,畫,365
37,0.3333333333333333,堂,303
37,0.3333333333333333,語,299
37,0.3333333333333333,曉,284
37,0.3333333333333333,倚,271
37,0.3333333333333333,小,261
37,0.3333333333333333,樓,253
37,0.3333333333333333,閣,243
37,0.3333333333333333,斜,234
37,0.3333333333333333,影,233
37,0.3333333333333333,臥,227
37,0.3333333333333333,殘,225
37,0.3333333333333333,燕,217
38,0.3333333333333333,文,730
38,0.3333333333333333,賢,427
38,0.3333333333333333,才,422
38,0.3333333333333333,方,291
38,0.3333333333333333,良,274
38,0.3333333333333333,盛,255
38,0.3333333333333333,儒,230
38,0.3333333333333333,賦,215
38,0.3333333333333333,英,214
38,0.3333333333333333,推,213
38,0.3333333333333333,華,206
38,0.3333333333333333,三,198
38,0.3333333333333333,詞,198
38,0.3333333333333333,濟,197
38,0.3333333333333333,德,191
38,0.3333333333333333,翰,174
38,0.3333333333333333,雅,174
38,0.3333333333333333,義,171
38,0.3333333333333333,會,164
38,0.3333333333333333,稱,160
39,0.3333333333333333,金,1189
39,0.3333333333333333,玉,876
39,0.3333333333333333,錦,804
39,0.3333333333333333,雙,661
39,0.3333333333333333,羅,607
39,0.3333333333333333,珠,584
39,0.3333333333333333,鴛,569
39,0.3333333333333333,繡,486
39,0.3333333333333333,衣,486
39,0.3333333333333333,翠,461
39,0.3333333333333333,綺,345
39,0.3333333333333333,鴦,340
39,0.3333333333333333,飛,323
39,0.3333333333333333,黃,273
39,0.3333333333333333,香,273
39,0.3333333333333333,帳,265
39,0.3333333333333333,織,260
39,0.3333333333333333,畫,245
39,0.3333333333333333,紅,236
39,0.3333333333333333,銀,217
40,0.3333333333333333,古,1543
40,0.3333333333333333,草,737
40,0.3333333333333333,荒,724
40,0.3333333333333333,遺,676
40,0.3333333333333333,在,644
40,0.3333333333333333,今,595
40,0.3333333333333333,空,553
40,0.3333333333333333,跡,537
40,0.3333333333333333,猶,523
40,0.3333333333333333,舊,515
40,0.3333333333333333,木,406
40,0.3333333333333333,餘,385
40,0.3333333333333333,地,367
40,0.3333333333333333,千,317
40,0.3333333333333333,人,311
40,0.3333333333333333,留,306
40,0.3333333333333333,事,266
40,0.3333333333333333,平,258
40,0.3333333333333333,變,252
40,0.3333333333333333,蕪,226
41,0.3333333333333333,不,1740
41,0.3333333333333333,人,1703
41,0.3333333333333333,有,1126
41,0.3333333333333333,見,1109
41,0.3333333333333333,時,1060
41,0.3333333333333333,知,843
41,0.3333333333333333,無,791
41,0.3333333333333333,此,721
41,0.3333333333333333,生,670
41,0.3333333333333333,當,469
41,0.3333333333333333,何,422
41,0.3333333333333333,間,394
41,0.3333333333333333,但,393
41,0.3333333333333333,皆,381
41,0.3333333333333333,盡,309
41,0.3333333333333333,唯,292
41,0.3333333333333333,中,285
41,0.3333333333333333,好,267
41,0.3333333333333333,常,263
41,0.3333333333333333,得,248
42,0.3333333333333333,火,471
42,0.3333333333333333,味,270
42,0.3333333333333333,甘,229
42,0.3333333333333333,地,208
42,0.3333333333333333,足,207
42,0.3333333333333333,食,204
42,0.3333333333333333,茶,190
42,0.3333333333333333,如,189
42,0.3333333333333333,氣,178
42,0.3333333333333333,飯,165
42,0.3333333333333333,魚,165
42,0.3333333333333333,熱,159
42,0.3333333333333333,蒸,159
42,0.3333333333333333,炎,153
42,0.3333333333333333,餐,153
42,0.3333333333333333,烹,152
42,0.3333333333333333,煮,142
42,0.3333333333333333,物,142
42,0.3333333333333333,避,137
42,0.3333333333333333,盤,135
43,0.3333333333333333,蒼,2023
43,0.3333333333333333,茫,879
43,0.3333333333333333,山,808
43,0.3333333333333333,雲,700
43,0.3333333333333333,白,652
43,0.3333333333333333,水,579
43,0.3333333333333333,天,512
43,0.3333333333333333,空,472
43,0.3333333333333333,青,422
43,0.3333333333333333,下,413
43,0.3333333333333333,落,393
43,0.3333333333333333,草,383
43,0.3333333333333333,煙,378
43,0.3333333333333333,望,328
43,0.3333333333333333,遠,327
43,0.3333333333333333,在,311
43,0.3333333333333333,長,311
43,0.3333333333333333,黃,304
43,0.3333333333333333,古,284
43,0.3333333333333333,日,281
44,0.3333333333333333,不,1318
44,0.3333333333333333,人,1064
44,0.3333333333333333,是,1055
44,0.3333333333333333,知,941
44,0.3333333333333333,一,840
44,0.3333333333333333,時,737
44,0.3333333333333333,誰,687
44,0.3333333333333333,幾,646
44,0.3333333333333333,見,613
44,0.3333333333333333,向,586
44,0.3333333333333333,曾,440
44,0.3333333333333333,得,425
44,0.3333333333333333,年,411
44,0.3333333333333333,自,373
44,0.3333333333333333,來,373
44,0.3333333333333333,裏,352
44,0.3333333333333333,能,347
44,0.3333333333333333,只,327
44,0.3333333333333333,也,284
44,0.3333333333333333,說,268
45,0.3333333333333333,聲,1606
45,0.3333333333333333,月,1213
45,0.3333333333333333,夜,937
45,0.3333333333333333,聞,764
45,0.3333333333333333,風,666
45,0.3333333333333333,曉,643
45,0.3333333333333333,清,557
45,0.3333333333333333,聽,518
45,0.3333333333333333,色,484
45,0.3333333333333333,更,469
45,0.3333333333333333,城,447
45,0.3333333333333333,吹,417
45,0.3333333333333333,明,361
45,0.3333333333333333,鼓,353
45,0.3333333333333333,鐘,350
45,0.3333333333333333,鳴,326
